"RowID","OrderID","OrderDate","ShipDate","Year","Month","YearMonth","Region","Province","CustomerSegment","Category","SubCategory","ProductName","Sales","Profit","Quantity","Discount","UnitPrice","ShippingCost","ProfitMargin"
"5270","37505","2011-06-03","2011-06-08","2011","6","2011-06","West","British Columbia","Home Office","Technology","Office Machines","Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case","384.41","-44.3","42","0.05","9.49","5.76","-0.1152"
"5272","37537","2009-01-02","2009-01-02","2009","1","2009-01","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs","1239.06","-193.08","4","0","291.73","48.8","-0.1558"
"5273","37537","2009-01-02","2009-01-04","2009","1","2009-01","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Hon Valutask� Swivel Chairs","4083.19","-1049.85","43","0.07","100.98","45","-0.2571"
"5274","37537","2009-01-02","2009-01-09","2009","1","2009-01","West","British Columbia","Corporate","Office Supplies","Storage & Organization","Dual Level, Single-Width Filing Carts","4902.38","1438.49","32","0.05","155.06","7.07","0.2934"
"5283","37606","2010-02-22","2010-02-23","2010","2","2010-02","West","British Columbia","Consumer","Office Supplies","Paper","Xerox 190","19.96","3.25","1","0.05","4.98","4.86","0.1628"
"5284","37606","2010-02-22","2010-02-24","2010","2","2010-02","West","British Columbia","Consumer","Office Supplies","Pens & Art Supplies","Barrel Sharpener","148.99","-115.48","41","0.03","3.57","4.17","-0.7751"
"5285","37606","2010-02-22","2010-02-24","2010","2","2010-02","West","British Columbia","Consumer","Office Supplies","Pens & Art Supplies","Newell 342","70.66","-57.84","21","0.06","3.28","3.97","-0.8186"
"5289","37668","2010-01-08","2010-01-08","2010","1","2010-01","West","British Columbia","Corporate","Technology","Office Machines","Sharp EL500L Fraction Calculator","478.27","-4.85","33","0.01","13.99","7.51","-0.0101"
"5322","37830","2009-08-16","2009-08-18","2009","8","2009-08","West","British Columbia","Corporate","Office Supplies","Pens & Art Supplies","BOSTON� Ranger� #55 Pencil Sharpener, Black","977.92","148.89","39","0.05","25.99","5.37","0.1523"
"5343","37957","2010-11-05","2010-11-06","2010","11","2010-11","West","British Columbia","Small Business","Office Supplies","Binders and Binder Accessories","Avery Self-Adhesive Photo Pockets for Polaroid Photos","229.26","-37.2","31","0","6.81","5.48","-0.1623"
"5404","38406","2010-12-02","2010-12-03","2010","12","2010-12","West","British Columbia","Small Business","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases","754.94","-226.24","12","0.01","58.14","36.61","-0.2997"
"5431","38594","2009-12-01","2009-12-02","2009","12","2009-12","West","British Columbia","Corporate","Technology","Computer Peripherals","80 Minute CD-R Spindle, 100/Pack - Staples","1011.9","247.94","26","0.07","39.48","1.99","0.245"
"5444","38657","2010-05-28","2010-05-29","2010","5","2010-05","West","British Columbia","Consumer","Technology","Computer Peripherals","Memorex 4.7GB DVD-RAM, 3/Pack","1279.25","569.3","38","0.01","31.78","1.99","0.445"
"5466","38850","2010-04-29","2010-05-01","2010","4","2010-04","West","British Columbia","Home Office","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table","12570.74","-4560.43","34","0.02","348.21","40.19","-0.3628"
"5479","38913","2009-09-06","2009-09-06","2009","9","2009-09","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","GBC Wire Binding Strips","230.29","-4.3","7","0.03","31.74","12.62","-0.0187"
"5488","38948","2011-06-05","2011-06-06","2011","6","2011-06","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Dual Level, Single-Width Filing Carts","1394.28","197.16","9","0.03","155.06","7.07","0.1414"
"5489","38948","2011-06-05","2011-06-06","2011","6","2011-06","West","British Columbia","Home Office","Technology","Telephones and Communication","VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine","6862.24","1839.2","44","0.05","179.99","13.99","0.268"
"5505","39041","2011-10-26","2011-10-26","2011","10","2011-10","West","British Columbia","Corporate","Furniture","Office Furnishings","6"" Cubicle Wall Clock, Black","418.03","-158.58","47","0","8.09","7.96","-0.3794"
"5506","39041","2011-10-26","2011-10-28","2011","10","2011-10","West","British Columbia","Corporate","Furniture","Office Furnishings","Coloredge Poster Frame","336.86","36.32","23","0.06","14.2","5.3","0.1078"
"5519","39136","2009-06-24","2009-06-26","2009","6","2009-06","West","British Columbia","Corporate","Technology","Telephones and Communication","StarTAC 7760","2693.51","662.05","49","0.02","65.99","3.99","0.2458"
"5535","39232","2011-07-12","2011-07-14","2011","7","2011-07","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1880","391.9","-47.01","11","0.1","35.44","19.99","-0.12"
"5536","39232","2011-07-12","2011-07-17","2011","7","2011-07","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 194","1451.59","435.11","26","0.06","55.48","14.3","0.2997"
"5586","39617","2011-12-17","2011-12-19","2011","12","2011-12","West","British Columbia","Small Business","Furniture","Office Furnishings","Eldon Radial Chair Mat for Low to Medium Pile Carpets","1283.68","202.47","33","0.08","39.98","9.2","0.1577"
"5587","39617","2011-12-17","2011-12-19","2011","12","2011-12","West","British Columbia","Small Business","Office Supplies","Pens & Art Supplies","Newell 312","169.46","34.24","28","0.02","5.84","1.2","0.2021"
"5589","39649","2009-10-19","2009-10-20","2009","10","2009-10","West","British Columbia","Corporate","Technology","Telephones and Communication","CF 688","1351.65","-202.85","10","0.01","155.99","8.99","-0.1501"
"5590","39649","2009-10-19","2009-10-21","2009","10","2009-10","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1983","63","-17.48","9","0.01","5.98","5.46","-0.2775"
"5595","39654","2012-09-30","2012-10-01","2012","9","2012-09","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Trimflex� Flexible Post Binders","856.15","330.03","39","0.03","21.38","2.99","0.3855"
"5618","39808","2012-09-02","2012-09-09","2012","9","2012-09","West","British Columbia","Corporate","Office Supplies","Envelopes","Blue String-Tie & Button Interoffice Envelopes, 10 x 13","2026.42","655.36","50","0.03","39.98","9.83","0.3234"
"5619","39808","2012-09-02","2012-09-06","2012","9","2012-09","West","British Columbia","Corporate","Technology","Telephones and Communication","i2000","3413.46","868.47","31","0.03","125.99","2.5","0.2544"
"5623","39841","2010-01-01","2010-01-03","2010","1","2010-01","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 1898","294.13","-123.07","43","0.01","6.68","6.92","-0.4184"
"5630","39847","2010-04-04","2010-04-05","2010","4","2010-04","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","Acco 3-Hole Punch","125.41","-127.01","29","0.08","4.38","6.21","-1.0128"
"5631","39847","2010-04-04","2010-04-05","2010","4","2010-04","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System","3170.52","379.11","49","0.08","64.98","6.88","0.1196"
"5632","39847","2010-04-04","2010-04-06","2010","4","2010-04","West","British Columbia","Home Office","Technology","Telephones and Communication","CF 688","2488.48","142.55","20","0.08","155.99","8.99","0.0573"
"5641","39907","2010-08-29","2010-09-07","2010","8","2010-08","West","British Columbia","Home Office","Technology","Computer Peripherals","Fellowes 17-key keypad for PS/2 interface","378.84","-99.38","12","0.05","30.73","4","-0.2623"
"5663","40068","2010-04-20","2010-04-22","2010","4","2010-04","West","British Columbia","Home Office","Furniture","Chairs & Chairmats","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","200.38","-90.41","1","0.02","160.98","30","-0.4512"
"5664","40068","2010-04-20","2010-04-24","2010","4","2010-04","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System","128.52","-110.07","2","0.1","64.98","6.88","-0.8564"
"5665","40068","2010-04-20","2010-04-20","2010","4","2010-04","West","British Columbia","Home Office","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table","6717.78","1903.1","24","0","348.21","40.19","0.2833"
"5710","40420","2011-01-10","2011-01-12","2011","1","2011-01","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Avery Durable Binders","59.08","-2.61","22","0.1","2.88","1.49","-0.0442"
"5711","40420","2011-01-10","2011-01-12","2011","1","2011-01","West","British Columbia","Corporate","Technology","Telephones and Communication","Accessory21","886.36","450.02","50","0.08","20.99","0.99","0.5077"
"5716","40485","2009-12-27","2009-12-27","2009","12","2009-12","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1983","222.25","-63.77","36","0.05","5.98","5.46","-0.2869"
"5717","40485","2009-12-27","2009-12-28","2009","12","2009-12","West","British Columbia","Corporate","Technology","Telephones and Communication","StarTAC 7760","388.71","-190.42","7","0.01","65.99","3.99","-0.4899"
"5781","40998","2009-05-02","2009-05-03","2009","5","2009-05","West","British Columbia","Small Business","Technology","Computer Peripherals","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","1233.22","385.46","43","0.05","29.89","1.99","0.3126"
"5782","40998","2009-05-02","2009-05-04","2009","5","2009-05","West","British Columbia","Small Business","Office Supplies","Paper","EcoTones� Memo Sheets","144.82","28.4","39","0.08","4","1.3","0.1961"
"5793","41091","2009-05-24","2009-05-25","2009","5","2009-05","West","British Columbia","Consumer","Furniture","Chairs & Chairmats","Lifetime Advantage� Folding Chairs, 4/Carton","6310.69","1318.83","32","0.1","218.08","18.06","0.209"
"5800","41152","2011-09-03","2011-09-04","2011","9","2011-09","West","British Columbia","Corporate","Office Supplies","Appliances","Honeywell Enviracaire� Portable Air Cleaner for up to 8 x 10 Room","3702.92","541.92","49","0.03","76.72","19.95","0.1463"
"5801","41152","2011-09-03","2011-09-05","2011","9","2011-09","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Staples� General Use 3-Ring Binders","53.99","-15.12","29","0.1","1.88","1.49","-0.2801"
"5804","41157","2011-04-16","2011-04-18","2011","4","2011-04","West","British Columbia","Home Office","Furniture","Office Furnishings","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","3854.4","1116.98","39","0.09","107.53","5.81","0.2898"
"5826","41349","2011-12-17","2011-12-18","2011","12","2011-12","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","GBC Plastic Binding Combs","346.2","-335.69","44","0","7.38","11.51","-0.9696"
"5827","41349","2011-12-17","2011-12-19","2011","12","2011-12","West","British Columbia","Home Office","Furniture","Office Furnishings","DAX Metal Frame, Desktop, Stepped-Edge","85.96","-7.48","4","0.08","20.24","8.99","-0.087"
"5828","41349","2011-12-17","2011-12-19","2011","12","2011-12","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Eldon Simplefile� Box Office�","475.52","-70.43","39","0.07","12.44","6.27","-0.1481"
"5841","41440","2009-09-22","2009-09-23","2009","9","2009-09","West","British Columbia","Corporate","Office Supplies","Labels","Avery 493","92.94","37.77","20","0.09","4.91","0.5","0.4064"
"5842","41440","2009-09-22","2009-09-25","2009","9","2009-09","West","British Columbia","Corporate","Furniture","Tables","Hon 94000 Series Round Tables","6070.96","173.48","19","0.01","296.18","54.12","0.0286"
"5850","41539","2011-05-03","2011-05-05","2011","5","2011-05","West","British Columbia","Consumer","Office Supplies","Pens & Art Supplies","Sanford Pocket Accent� Highlighters","41.85","-8.44","24","0.04","1.6","1.29","-0.2017"
"5851","41539","2011-05-03","2011-05-04","2011","5","2011-05","West","British Columbia","Consumer","Technology","Telephones and Communication","V 3600 Series","2303.71","398.22","41","0.04","65.99","8.99","0.1729"
"5859","41574","2010-09-20","2010-09-22","2010","9","2010-09","West","British Columbia","Corporate","Office Supplies","Pens & Art Supplies","Staples SlimLine Pencil Sharpener","283.82","-38.94","23","0.01","11.97","5.81","-0.1372"
"5902","41831","2012-07-21","2012-07-23","2012","7","2012-07","West","British Columbia","Corporate","Technology","Office Machines","Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer","3441.09","431.95","43","0.03","80.97","30.06","0.1255"
"5903","41831","2012-07-21","2012-07-22","2012","7","2012-07","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","209.61","-96.29","38","0.05","5.28","5.66","-0.4594"
"5906","41888","2009-02-28","2009-03-09","2009","2","2009-02","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","GBC VeloBinder Electric Binding Machine","1979.47","690.27","18","0.1","120.98","9.07","0.3487"
"5907","41888","2009-02-28","2009-03-04","2009","2","2009-02","West","British Columbia","Corporate","Technology","Computer Peripherals","Imation 3.5 IBM Formatted Diskettes, 10/Box","187.8","-41.83","23","0.08","8.32","2.38","-0.2227"
"5908","41888","2009-02-28","2009-02-28","2009","2","2009-02","West","British Columbia","Corporate","Technology","Telephones and Communication","V3682","2823.04","372.4","29","0.1","125.99","4.2","0.1319"
"5927","42054","2012-09-14","2012-09-16","2012","9","2012-09","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","Avery Durable Binders","94.55","6.74","32","0.01","2.88","1.49","0.0713"
"5940","42148","2011-10-20","2011-10-23","2011","10","2011-10","West","British Columbia","Corporate","Office Supplies","Paper","Unpadded Memo Slips","45.31","-10.64","11","0.07","3.98","2.97","-0.2348"
"5959","42306","2012-09-14","2012-09-16","2012","9","2012-09","West","British Columbia","Consumer","Office Supplies","Binders and Binder Accessories","Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl","36.46","-7.41","4","0.1","8.69","2.99","-0.2032"
"5967","42338","2009-11-02","2009-11-04","2009","11","2009-11","West","British Columbia","Corporate","Furniture","Office Furnishings","Eldon Image Series Black Desk Accessories","63.91","-44.47","14","0.04","4.14","6.6","-0.6958"
"5968","42338","2009-11-02","2009-11-04","2009","11","2009-11","West","British Columbia","Corporate","Technology","Telephones and Communication","SC-3160","1909.01","344.13","32","0.01","65.99","8.99","0.1803"
"5972","42343","2009-08-14","2009-08-16","2009","8","2009-08","West","British Columbia","Corporate","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","3412.08","239.23","46","0.04","70.98","26.85","0.0701"
"5973","42343","2009-08-14","2009-08-15","2009","8","2009-08","West","British Columbia","Corporate","Office Supplies","Paper","Xerox 1893","1311.68","230.37","31","0.03","40.99","17.48","0.1756"
"5991","42467","2010-10-14","2010-10-14","2010","10","2010-10","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","Avery Flip-Chart Easel Binder, Black","238.88","-48.21","10","0.01","22.38","15.1","-0.2018"
"5992","42467","2010-10-14","2010-10-16","2010","10","2010-10","West","British Columbia","Home Office","Technology","Computer Peripherals","Belkin ErgoBoard� Keyboard","1235.29","53.63","39","0","30.98","6.5","0.0434"
"5993","42467","2010-10-14","2010-10-16","2010","10","2010-10","West","British Columbia","Home Office","Technology","Telephones and Communication","T28 WORLD","1928.33","-253.37","12","0.09","195.99","8.99","-0.1314"
"6005","42529","2010-10-10","2010-10-15","2010","10","2010-10","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 1920","57.15","-33.95","8","0.03","5.98","7.5","-0.5941"
"6008","42563","2010-08-12","2010-08-12","2010","8","2010-08","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Storex DuraTech Recycled Plastic Frosted Binders","44.25","-14.36","7","0.07","4.24","5.41","-0.3245"
"6011","42567","2010-01-11","2010-01-13","2010","1","2010-01","West","British Columbia","Small Business","Furniture","Tables","Bevis Round Conference Table Top & Single Column Base","1940.32","-18.81","12","0","146.34","43.75","-0.0097"
"6024","42691","2010-05-24","2010-06-02","2010","5","2010-05","West","British Columbia","Home Office","Furniture","Office Furnishings","Howard Miller 13"" Diameter Goldtone Round Wall Clock","2447.65","1170.35","50","0","46.94","6.77","0.4782"
"6025","42691","2010-05-24","2010-05-28","2010","5","2010-05","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Fellowes Super Stor/Drawer� Files","1069.64","-139.75","7","0.09","161.55","19.99","-0.1307"
"6058","42919","2011-10-06","2011-10-07","2011","10","2011-10","West","British Columbia","Corporate","Technology","Telephones and Communication","T65","1143.43","-475.66","7","0.04","195.99","4.2","-0.416"
"6070","43010","2012-10-09","2012-10-09","2012","10","2012-10","West","British Columbia","Home Office","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","233.2","74.83","40","0","5.68","1.46","0.3209"
"6071","43010","2012-10-09","2012-10-11","2012","10","2012-10","West","British Columbia","Home Office","Office Supplies","Paper","Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","245.53","83.16","24","0.02","10.14","2.27","0.3387"
"6074","43043","2012-04-14","2012-04-16","2012","4","2012-04","West","British Columbia","Corporate","Office Supplies","Appliances","Holmes Harmony HEPA Air Purifier for 17 x 20 Room","904.12","28.81","4","0.07","225.04","11.79","0.0319"
"6092","43170","2010-05-13","2010-05-20","2010","5","2010-05","West","British Columbia","Small Business","Technology","Office Machines","Okidata ML184 Turbo Dot Matrix Printers","7667.78","1494.01","25","0.04","306.14","26.53","0.1948"
"6093","43170","2010-05-13","2010-05-17","2010","5","2010-05","West","British Columbia","Small Business","Office Supplies","Paper","Xerox 197","1305.85","65.01","40","0","30.98","17.08","0.0498"
"6130","43397","2011-05-12","2011-05-13","2011","5","2011-05","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Global Push Button Manager's Chair, Indigo","2130.31","-319.26","35","0.08","60.89","32.41","-0.1499"
"6146","43494","2012-01-03","2012-01-04","2012","1","2012-01","West","British Columbia","Consumer","Technology","Office Machines","Polycom ViewStation� Adapter H323 Videoconferencing Unit","3668.28","-4858.67","2","0.09","1938.02","13.99","-1.3245"
"6165","43682","2012-08-27","2012-08-29","2012","8","2012-08","West","British Columbia","Corporate","Technology","Telephones and Communication","R280","1849.6","62.16","14","0.06","155.99","8.99","0.0336"
"6181","43814","2011-01-09","2011-01-10","2011","1","2011-01","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Wilson Jones 1"" Hanging DublLock� Ring Binders","197.1","-12.88","40","0.09","5.28","2.99","-0.0653"
"6182","43814","2011-01-09","2011-01-10","2011","1","2011-01","West","British Columbia","Corporate","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","199.48","13.8","47","0.03","4.2","2.26","0.0692"
"6183","43815","2012-06-13","2012-06-14","2012","6","2012-06","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","JM Magazine Binder","635.59","202.83","40","0.07","16.51","2.99","0.3191"
"6184","43815","2012-06-13","2012-06-14","2012","6","2012-06","West","British Columbia","Home Office","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","1251.4","539.45","22","0.01","55.48","6.79","0.4311"
"6185","43815","2012-06-13","2012-06-14","2012","6","2012-06","West","British Columbia","Home Office","Office Supplies","Storage & Organization","Space Solutions� Industrial Galvanized Steel Shelving.","3577.81","-1097.97","45","0.03","78.8","35","-0.3069"
"6186","43844","2010-10-31","2010-10-31","2010","10","2010-10","West","British Columbia","Small Business","Technology","Telephones and Communication","KF 788","1009.87","170.57","25","0.02","45.99","4.99","0.1689"
"6187","43846","2009-02-26","2009-02-27","2009","2","2009-02","West","British Columbia","Consumer","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""","31.36","-8.28","9","0.1","3.6","2.2","-0.264"
"6207","43974","2009-09-16","2009-09-17","2009","9","2009-09","West","British Columbia","Corporate","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","64.23","15.83","8","0.03","7.64","1.39","0.2465"
"6209","44000","2012-10-04","2012-10-04","2012","10","2012-10","West","British Columbia","Small Business","Office Supplies","Binders and Binder Accessories","Wilson Jones Hanging View Binder, White, 1""","119.51","-51.3","17","0.06","7.1","6.05","-0.4293"
"6210","44000","2012-10-04","2012-10-05","2012","10","2012-10","West","British Columbia","Small Business","Furniture","Office Furnishings","Seth Thomas 13 1/2"" Wall Clock","332.38","89.95","19","0.05","17.78","5.03","0.2706"
"6214","44003","2011-11-17","2011-11-21","2011","11","2011-11","West","British Columbia","Home Office","Office Supplies","Binders and Binder Accessories","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","202.42","0.86","38","0.09","5.34","2.99","0.0042"
"6224","44069","2009-01-02","2009-01-04","2009","1","2009-01","West","British Columbia","Consumer","Office Supplies","Paper","Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""","137.63","26.71","16","0.09","9.11","2.15","0.1941"
"6225","44069","2009-01-02","2009-01-02","2009","1","2009-01","West","British Columbia","Consumer","Office Supplies","Paper","White GlueTop Scratch Pads","614.8","247.79","43","0.08","15.04","1.97","0.403"
"6229","44099","2012-03-12","2012-03-14","2012","3","2012-03","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Ibico Ibimaster 300 Manual Binding System","11823.52","4592.74","34","0.1","367.99","19.99","0.3884"
"6230","44099","2012-03-12","2012-03-14","2012","3","2012-03","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Storex DuraTech Recycled Plastic Frosted Binders","80.81","-67.46","19","0.1","4.24","5.41","-0.8348"
"6231","44133","2010-01-06","2010-01-07","2010","1","2010-01","West","British Columbia","Small Business","Furniture","Office Furnishings","Master Big Foot� Doorstop, Beige","181.15","-46.68","35","0.06","5.28","3.96","-0.2577"
"6249","44261","2012-03-23","2012-03-25","2012","3","2012-03","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","GBC DocuBind 200 Manual Binding Machine","13064.06","5979.56","31","0.01","420.98","19.99","0.4577"
"6250","44261","2012-03-23","2012-03-25","2012","3","2012-03","West","British Columbia","Corporate","Furniture","Bookcases","Sauder Forest Hills Library, Woodland Oak Finish","4771.89","-427.99","34","0.05","140.98","36.09","-0.0897"
"6251","44261","2012-03-23","2012-03-24","2012","3","2012-03","West","British Columbia","Corporate","Technology","Office Machines","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","3360.3","-7961.43","1","0.05","3502.14","8.73","-2.3693"
"6252","44261","2012-03-23","2012-03-26","2012","3","2012-03","West","British Columbia","Corporate","Technology","Telephones and Communication","Accessory41","306.66","-17.41","10","0.07","35.99","5.99","-0.0568"
"6263","44323","2012-08-07","2012-08-09","2012","8","2012-08","West","British Columbia","Corporate","Technology","Office Machines","Okidata ML591 Wide Format Dot Matrix Printer","21320.58","5381.02","27","0.09","810.98","16.06","0.2524"
"6289","44517","2009-04-23","2009-04-24","2009","4","2009-04","West","British Columbia","Consumer","Office Supplies","Paper","Xerox 1954","32.5","-16.67","5","0.03","5.28","5.61","-0.5129"
"6294","44549","2012-01-22","2012-01-23","2012","1","2012-01","West","British Columbia","Small Business","Office Supplies","Binders and Binder Accessories","Round Ring Binders","11.25","-4.96","5","0.08","2.08","1.49","-0.4409"
"6315","44679","2012-06-03","2012-06-04","2012","6","2012-06","West","British Columbia","Small Business","Office Supplies","Binders and Binder Accessories","Avery Hanging File Binders","127.51","26.74","22","0.07","5.98","1.49","0.2097"
"6316","44679","2012-06-03","2012-06-05","2012","6","2012-06","West","British Columbia","Small Business","Furniture","Office Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","2004.22","338.91","35","0.08","60.65","12.23","0.1691"
"6329","44836","2009-09-11","2009-09-12","2009","9","2009-09","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Avery Hanging File Binders","125.79","28.53","21","0.02","5.98","1.49","0.2268"
"6358","45120","2009-04-09","2009-04-10","2009","4","2009-04","West","British Columbia","Consumer","Technology","Office Machines","Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer","14591.44","5475.8","39","0.07","400.97","48.26","0.3753"
"6367","45158","2010-04-10","2010-04-12","2010","4","2010-04","West","British Columbia","Corporate","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4""","375.52","131.7","40","0.09","9.68","2.03","0.3507"
"6368","45158","2010-04-10","2010-04-15","2010","4","2010-04","West","British Columbia","Corporate","Office Supplies","Rubber Bands","Staples Bulldog Clip","63.84","23.52","15","0.03","3.78","0.71","0.3684"
"6377","45254","2010-07-26","2010-07-27","2010","7","2010-07","West","British Columbia","Home Office","Furniture","Tables","KI Conference Tables","3327.84","-3033.57","45","0.06","70.89","89.3","-0.9116"
"6379","45315","2012-04-20","2012-04-21","2012","4","2012-04","West","British Columbia","Consumer","Office Supplies","Storage & Organization","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","1141.9","175.32","32","0.02","34.76","8.22","0.1535"
"6387","45380","2009-04-30","2009-05-01","2009","4","2009-04","West","British Columbia","Consumer","Technology","Telephones and Communication","6120","1912.98","288.09","34","0.06","65.99","8.8","0.1506"
"6388","45380","2009-04-30","2009-05-02","2009","4","2009-04","West","British Columbia","Consumer","Technology","Telephones and Communication","KH 688","4170.86","1030.51","24","0","195.99","4.2","0.2471"
"6393","45409","2010-04-12","2010-04-15","2010","4","2010-04","West","British Columbia","Corporate","Furniture","Chairs & Chairmats","Hon 4070 Series Pagoda� Round Back Stacking Chairs","3427.31","124.36","11","0.1","320.98","58.95","0.0363"
"6394","45409","2010-04-12","2010-04-13","2010","4","2010-04","West","British Columbia","Corporate","Office Supplies","Pens & Art Supplies","Newell 337","36.26","-28.37","10","0.08","3.28","3.97","-0.7824"
"6395","45409","2010-04-12","2010-04-15","2010","4","2010-04","West","British Columbia","Corporate","Technology","Telephones and Communication","Accessory29","893.14","11","50","0","20.99","1.25","0.0123"
"6406","45539","2009-08-02","2009-08-04","2009","8","2009-08","West","British Columbia","Corporate","Technology","Computer Peripherals","Maxell DVD-RAM Discs","269.2","69.61","15","0.02","16.48","1.99","0.2586"
"6407","45539","2009-08-02","2009-08-04","2009","8","2009-08","West","British Columbia","Corporate","Office Supplies","Pens & Art Supplies","Avery Hi-Liter� Fluorescent Desk Style Markers","87.33","13.82","27","0.08","3.38","0.85","0.1583"
"6418","45605","2010-04-10","2010-04-12","2010","4","2010-04","West","British Columbia","Small Business","Furniture","Tables","Bush Advantage Collection� Round Conference Table","1494.27","-248.78","7","0.05","212.6","52.2","-0.1665"
"6423","45664","2012-06-09","2012-06-10","2012","6","2012-06","West","British Columbia","Home Office","Furniture","Office Furnishings","12-1/2 Diameter Round Wall Clock","473.03","26.27","24","0.09","19.98","10.49","0.0555"
"6426","45671","2011-06-12","2011-06-19","2011","6","2011-06","West","British Columbia","Consumer","Furniture","Office Furnishings","DAX Solid Wood Frames","126.68","7","13","0.05","9.77","6.02","0.0553"
"6430","45728","2010-06-21","2010-06-22","2010","6","2010-06","West","British Columbia","Small Business","Technology","Computer Peripherals","Verbatim 4.7GB DVD-R","1711.79","812.32","49","0.01","33.29","1.99","0.4745"
"6437","45762","2010-07-21","2010-07-26","2010","7","2010-07","West","British Columbia","Corporate","Office Supplies","Paper","Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate","793.85","308.53","21","0.01","37.94","5.08","0.3887"
"6486","46151","2009-11-08","2009-11-10","2009","11","2009-11","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Avery Printable Repositionable Plastic Tabs","203.91","-35.44","23","0.02","8.6","6.19","-0.1738"
"6523","46407","2009-03-26","2009-03-28","2009","3","2009-03","West","British Columbia","Corporate","Office Supplies","Binders and Binder Accessories","Wilson Jones Impact Binders","38.37","-29","7","0.1","5.18","5.74","-0.7558"
"6534","46499","2009-06-07","2009-06-08","2009","6","2009-06","West","British Columbia","Home Office","Office Supplies","Appliances","Acco Smartsocket� Color-Coded Six-Outlet AC Adapter Model Surge Protectors","46.94","-26.54","1","0.06","44.01","3.5","-0.5654"
